Date,Patch,Blue,Red,Winner,Loser,Blue_Bans,Red_Bans,Blue_Picks,Red_Picks,Blue_Roster,Red_Roster,Length,Blue_Gold,Blue_Kills,Blue_Towers,Blue_Dragons,Blue_Barons,Blue_RiftHerald,Red_Gold,Red_Kills,Red_Towers,Red_Dragons,Red_Barons,Red_RiftHerald,Diff_Gold,Diff_Kills,Diff_Towers,Diff_Dragons,Diff_Barons,Diff_RiftHerald,Tournament,Match of the Season
2017-06-15,7.11,Delta Fox,Big Gods Jackals,red,,"Galio, LeBlanc, Orianna, Karma, Caitlyn","Zac, Draven, Xayah, Yasuo, Elise","Jayce, Gragas, Cassiopeia, Lucian, Taliyah","Shen, Lee Sin, Ahri, Kennen, Thresh","Dyrus,Scarra,Voyboy,Imaqtpie,Shiphtur","Cris,SirT,Pekin Woof,fabbbyyy,Baiano",32:58,52100,5,3,1,0,0,64300,19,10,3,1,1,-12200,-14,-7,-2,-1,-1,NACS-2017-Summer,26
2017-06-15,7.11,eUnited,Tempo Storm,blue,,"Illaoi, Gragas, Rakan, Caitlyn, Thresh","Taliyah, Orianna, LeBlanc, Elise, Zac","Fiora, Lee Sin, Vladimir, Kennen, Galio","Swain, Graves, Cassiopeia, Xayah, Karma","Licorice,DanDy,GBM,deftly,Zeyzal","Quas,Wiggily,Selfie,Freeze,Sheep",38:17,70000,19,8,1,0,0,64100,12,5,2,1,1,5900,7,3,-1,-1,-1,NACS-2017-Summer,25
2017-06-15,7.11,CLG Academy,Gold Coin United,red,,"LeBlanc, Kassadin, Vladimir, Thresh, Kennen","Galio, Orianna, Fiora, Zac, Shen","Jarvan IV, Elise, Ahri, Varus, Tahm Kench","Kled, Gragas, Taliyah, Caitlyn, Bard","FallenBandit,OmarGod,Tuesday,Zag,Fill","Solo,Santorin,Fly,Rikara,Madlife",31:23,48700,7,1,1,0,0,63700,18,10,2,1,1,-15000,-11,-9,-1,-1,-1,NACS-2017-Summer,24
2017-06-15,7.11,Tempo Storm,eUnited,blue,,"Fiora, Lee Sin, Orianna, Kled, Taliyah","Zac, Zyra, Karma, Thresh, Cassiopeia","Swain, Elise, Kassadin, Caitlyn, Blitzcrank","Kennen, Gragas, Gangplank, Varus, Galio","Quas,Wiggily,Selfie,Freeze,Sheep","Licorice,DanDy,GBM,deftly,Zeyzal",30:55,58300,13,9,3,1,1,53300,10,4,0,0,0,5000,3,5,3,1,1,NACS-2017-Summer,23
2017-06-15,7.11,Gold Coin United,CLG Academy,blue,,"Shen, Lee Sin, Blitzcrank, Olaf, Warwick","Zac, Kassadin, Cassiopeia, Galio, Kennen","Renekton, Elise, Vladimir, Kalista, Thresh","Gragas, Kha'Zix, LeBlanc, Caitlyn, Zyra","Solo,Santorin,Fly,Rikara,Madlife","FallenBandit,OmarGod,Tuesday,Zag,Fill",26:15,52600,10,11,1,1,1,35500,2,0,1,0,0,17100,8,11,0,1,1,NACS-2017-Summer,22
2017-06-15,7.11,eUnited,Tempo Storm,blue,,"Illaoi, Shen, Rakan, Cassiopeia, Thresh","Taliyah, Caitlyn, Orianna, Elise, Zac","Kled, Gragas, Twisted Fate, Kennen, Galio","Swain, Lee Sin, Vladimir, Xayah, Zyra","Licorice,DanDy,GBM,deftly,Zeyzal","Quas,Wiggily,Selfie,Freeze,Sheep",38:49,81200,24,11,2,1,0,57900,2,1,2,0,0,23300,22,10,0,1,0,NACS-2017-Summer,21
2017-06-15,7.11,CLG Academy,Gold Coin United,blue,,"Kennen, Jayce, Gangplank, Thresh, LeBlanc","Zac, Olaf, Lee Sin, Galio, Elise","Shen, Warwick, Orianna, Caitlyn, Blitzcrank","Renekton, Gragas, Aurelion Sol, Varus, Zyra","FallenBandit,OmarGod,Tuesday,Zag,Fill","Solo,Santorin,Fly,Rikara,Madlife",38:47,76000,20,9,4,1,0,60900,3,2,0,0,1,15100,17,7,4,1,-1,NACS-2017-Summer,20
2017-06-14,7.11,Big Gods Jackals,Gold Coin United,red,,"LeBlanc, Jayce, Fiora, Caitlyn, Thresh","Zac, Morgana, Karma, Galio, Elise","Kennen, Lee Sin, Taliyah, Lucian, Braum","Jarvan IV, Gragas, Orianna, Xayah, Rakan","Cris,SirT,Pekin Woof,fabbbyyy,Baiano","Solo,Santorin,Fly,Rikara,Madlife",31:35,48300,3,2,1,0,0,62500,16,11,2,1,0,-14200,-13,-9,-1,-1,0,NACS-2017-Summer,19
2017-06-14,7.11,Delta Fox,Tempo Storm,red,,"Caitlyn, Elise, Galio, Orianna, Syndra","Lulu, Taliyah, Twitch, Xayah, Zac","Kennen, Nunu, Cassiopeia, Draven, Karma","Vladimir, Graves, Fizz, Varus, Thresh","Dyrus,Scarra,Voyboy,Imaqtpie,Shiphtur","Quas,Wiggily,Selfie,Reven,Sheep",23:11,35700,8,0,0,0,1,50600,24,9,3,1,0,-14900,-16,-9,-3,-1,1,NACS-2017-Summer,18
2017-06-14,7.11,eUnited,CLG Academy,blue,,"Olaf, Kassadin, Rakan, Tahm Kench, Kennen","Zac, Shen, Jax, Elise, Caitlyn","Renekton, Gragas, LeBlanc, Kalista, Galio","Fiora, Warwick, Syndra, Xayah, Karma","Licorice,DanDy,GBM,deftly,Zeyzal","FallenBandit,OmarGod,Tuesday,Zag,Fill",28:33,58200,9,11,2,1,1,42700,7,0,0,0,0,15500,2,11,2,1,1,NACS-2017-Summer,17
2017-06-14,7.11,CLG Academy,eUnited,red,,"Elise, Twisted Fate, Vladimir, Jarvan IV, Fiora","Zac, Kassadin, Orianna, Kennen, Galio","Gragas, Olaf, Taliyah, Caitlyn, Rakan","Shen, Lee Sin, LeBlanc, Varus, Morgana","FallenBandit,OmarGod,Tuesday,Zag,Fill","Licorice,DanDy,GBM,deftly,Zeyzal",29:14,44800,5,3,0,0,0,61600,22,10,3,1,1,-16800,-17,-7,-3,-1,-1,NACS-2017-Summer,16
2017-06-14,7.11,Tempo Storm,Delta Fox,blue,,"Taliyah, Blitzcrank, Kassadin, Twitch, Xayah","Zac, Cassiopeia, Orianna, Galio, Caitlyn","Vladimir, Elise, Lucian, Varus, Thresh","Kennen, Gragas, Yasuo, Draven, Zyra","Quas,Wiggily,Selfie,Reven,Sheep","Dyrus,Scarra,Voyboy,Imaqtpie,Shiphtur",29:13,57500,16,9,0,1,1,50300,7,5,3,0,0,7200,9,4,-3,1,1,NACS-2017-Summer,15
2017-06-14,7.11,Gold Coin United,Big Gods Jackals,blue,,"Taliyah, Orianna, Ahri, Caitlyn, Shen","Zac, Ashe, Twitch, Elise, Kennen","Rumble, Lee Sin, Galio, Kalista, Thresh","Fiora, Gragas, Vladimir, Varus, Karma","Solo,Santorin,Fly,Rikara,Madlife","Cris,SirT,Pekin Woof,fabbbyyy,Baiano",28:03,55200,13,10,3,1,1,40600,3,0,0,0,0,14600,10,10,3,1,1,NACS-2017-Summer,14
2017-06-09,7.11,eUnited,Gold Coin United,blue,,"Shen, Syndra, Kassadin, Xayah, Taliyah","Zac, Renekton, Vladimir, Galio, Kennen","Fiora, Elise, Lissandra, Varus, Thresh","Gragas, Lee Sin, LeBlanc, Ashe, Tahm Kench","Licorice,DanDy,GBM,deftly,Zeyzal","Solo,Santorin,Fly,Rikara,Madlife",34:19,67800,12,11,2,1,1,52600,4,0,1,0,0,15200,8,11,1,1,1,NACS-2017-Summer,13
2017-06-09,7.11,Gold Coin United,eUnited,blue,,"Kennen, Vladimir, LeBlanc, Caitlyn, Galio","Zac, Taliyah, Syndra, Shen, Elise","Rumble, Lee Sin, Orianna, Xayah, Rakan","Fiora, Gragas, Twisted Fate, Ashe, Tahm Kench","Solo,Santorin,Fly,Rikara,Madlife","Licorice,DanDy,GBM,deftly,Zeyzal",32:21,65400,15,11,3,2,0,51700,4,1,0,0,0,13700,11,10,3,2,0,NACS-2017-Summer,12
2017-06-08,7.11,eUnited,Gold Coin United,blue,,"Shen, Syndra, Fiora, Thresh, Taliyah","Galio, Renekton, Jarvan IV, Kennen, Zac","Kled, Elise, Vladimir, Varus, Karma","Gragas, Lee Sin, Kassadin, Ashe, Zyra","Licorice,DanDy,GBM,deftly,Zeyzal","Solo,Santorin,Fly,Rikara,Madlife",51:31,89700,13,8,1,0,1,87200,9,6,3,1,0,2500,4,2,-2,-1,1,NACS-2017-Summer,11
2017-06-08,7.11,Tempo Storm,Big Gods Jackals,blue,,"Xayah, Taliyah, Ashe, Kennen, Fiora","Zac, Illaoi, Shen, Caitlyn, Elise","Swain, Graves, Cassiopeia, Varus, Thresh","Galio, Lee Sin, Orianna, Twitch, Karma","Quas,Wiggily,Selfie,Reven,Sheep","Cris,SirT,Pekin Woof,fabbbyyy,Baiano",26:19,51700,14,11,2,1,1,39100,7,1,0,0,0,12600,7,10,2,1,1,NACS-2017-Summer,10
2017-06-08,7.11,CLG Academy,Delta Fox,blue,,"Blitzcrank, Lulu, Thresh, Taliyah, Jarvan IV","Zac, Syndra, LeBlanc, Galio, Kennen","Shen, Gragas, Orianna, Caitlyn, Karma","Gangplank, Elise, Kassadin, Xayah, Brand","FallenBandit,OmarGod,Tuesday,Zag,Fill","Dyrus,Scarra,Voyboy,Imaqtpie,Shiphtur",33:20,66100,21,9,3,1,1,54200,8,2,1,0,0,11900,13,7,2,1,1,NACS-2017-Summer,9
2017-06-08,7.11,Big Gods Jackals,Tempo Storm,red,,"Elise, Shen, Illaoi, Kennen, LeBlanc","Zac, Ashe, Twitch, Caitlyn, Xayah","Galio, Gragas, Taliyah, Lucian, Karma","Mordekaiser, Lee Sin, Cassiopeia, Varus, Thresh","Cris,SirT,Pekin Woof,fabbbyyy,Baiano","Quas,Wiggily,Selfie,Reven,Sheep",37:15,57400,12,3,1,0,0,69900,16,9,4,2,1,-12500,-4,-6,-3,-2,-1,NACS-2017-Summer,8
2017-06-08,7.11,Delta Fox,CLG Academy,red,,"Galio, Syndra, LeBlanc, Caitlyn, Shen","Blitzcrank, Yasuo, Talon, Jarvan IV, Taliyah","Swain, Zac, Kassadin, Twitch, Lulu","Kennen, Gragas, Orianna, Xayah, Karma","Dyrus,Scarra,Voyboy,Imaqtpie,Shiphtur","FallenBandit,OmarGod,Tuesday,Zag,Fill",27:46,42700,10,0,0,0,0,54800,18,10,2,0,1,-12100,-8,-10,-2,0,-1,NACS-2017-Summer,7
2017-06-07,7.11,Delta Fox,eUnited,red,,"Galio, Fiora, LeBlanc, Elise","Zac, Tahm Kench, Braum, Ivern, Cassiopeia","Jayce, Warwick, Kassadin, Xayah, Taliyah","Kennen, Lee Sin, Vladimir, Caitlyn, Thresh","Dyrus,Scarra,Voyboy,Imaqtpie,Shiphtur","Licorice,DanDy,GBM,deftly,Zeyzal",38:46,67900,21,4,2,0,0,76400,25,10,2,1,1,-8500,-4,-6,0,-1,-1,NACS-2017-Summer,6
2017-06-07,7.11,Tempo Storm,Gold Coin United,blue,,"Fiora, Fizz, Syndra, Taliyah, Rakan","Zac, Cassiopeia, Karma, Kennen, Thresh","Galio, Elise, Kassadin, Caitlyn, Blitzcrank","Shen, Lee Sin, LeBlanc, Ashe, Zyra","Quas,Wiggily,Selfie,Reven,Sheep","Solo,Santorin,Fly,Rikara,Madlife",31:05,60100,10,11,1,1,1,48600,4,3,1,0,0,11500,6,8,0,1,1,NACS-2017-Summer,5
2017-06-07,7.11,CLG Academy,Big Gods Jackals,red,,"Galio, Syndra, Taliyah, Elise, Xayah","Zac, Ekko, Fizz, Kennen, Shen","Fiora, Olaf, LeBlanc, Jhin, Karma","Gragas, Kha'Zix, Orianna, Caitlyn, Thresh","FallenBandit,OmarGod,Tuesday,Zag,Fill","Cris,SirT,Pekin Woof,fabbbyyy,Baiano",32:45,51800,5,4,2,0,1,60300,10,11,1,1,0,-8500,-5,-7,1,-1,1,NACS-2017-Summer,4
2017-06-07,7.11,Gold Coin United,Tempo Storm,red,,"Thresh, Illaoi, Sion, Fizz, Kennen","Rakan, Taliyah, Fiora, Galio, Zac","Shen, Elise, Syndra, Ashe, Karma","Swain, Lee Sin, Cassiopeia, Caitlyn, Zyra","Solo,Santorin,Fly,Rikara,Madlife","Quas,Wiggily,Selfie,Reven,Sheep",37:18,59800,2,4,2,0,0,69800,9,9,2,2,1,-10000,-7,-5,0,-2,-1,NACS-2017-Summer,3
2017-06-07,7.11,eUnited,Delta Fox,blue,,"Caitlyn, Kassadin, Cassiopeia, Zac, Ivern","Galio, Kennen, Fiora","Jarvan IV, Elise, LeBlanc, Ashe, Tahm Kench","Gragas, Lee Sin, Viktor, Varus, Thresh","Licorice,DanDy,GBM,deftly,Zeyzal","Dyrus,Scarra,Voyboy,Imaqtpie,Shiphtur",26:34,58200,19,11,2,1,1,38100,2,1,0,0,0,20100,17,10,2,1,1,NACS-2017-Summer,2
2017-06-07,7.11,Big Gods Jackals,CLG Academy,blue,,"LeBlanc, Zyra, Lulu, Fiora, Elise","Kennen, Ashe, Varus, Xayah, Karma","Shen, Zac, Taliyah, Twitch, Thresh","Galio, Gragas, Syndra, Caitlyn, Taric","Cris,SirT,Pekin Woof,fabbbyyy,Baiano","FallenBandit,OmarGod,Linsanity,Zag,Fill",32:33,59600,14,7,1,0,1,50200,4,2,2,0,0,9400,10,5,-1,0,1,NACS-2017-Summer,1
2017-07-28,7.14,Gold Coin United,eUnited,blue,,"LeBlanc, Camille, Jarvan IV, Tristana, Elise","Thresh, Cassiopeia, Gnar, Caitlyn, Zac","Cho'Gath, Sejuani, Orianna, Kalista, Taric","Renekton, Maokai, Galio, Varus, Alistar","Solo,Santorin,Fly,Rikara,MadLife","Licorice,DanDy,GBM,Deftly,Zeyzal",30:35,57900,10,9,1,1,1,47800,2,1,2,0,0,10100,8,8,-1,1,1,NACS-2017-Summer-Playoffs,12
2017-07-28,7.14,eUnited,Gold Coin United,blue,,"Thresh, Gnar, Orianna, Maokai, Cassiopeia","Zac, LeBlanc, Lulu, Elise, Caitlyn","Renekton, Sejuani, Galio, Kalista, Trundle","Jarvan IV, Cho'Gath, Viktor, Tristana, Taric","Licorice,DanDy,GBM,Deftly,Zeyzal","Solo,Santorin,Fly,Rikara,MadLife",31:15,62200,15,11,2,1,1,47300,3,1,1,0,0,14900,12,10,1,1,1,NACS-2017-Summer-Playoffs,11
2017-07-28,7.14,Gold Coin United,eUnited,blue,,"LeBlanc, Xerath, Lulu, Elise, Tristana","Thresh, Cassiopeia, Taliyah, Caitlyn, Zac","Gnar, Gragas, Orianna, Kalista, Taric","Cho'Gath, Maokai, Karthus, Ashe, Alistar","Solo,Santorin,Fly,Rikara,MadLife","Licorice,DanDy,GBM,Deftly,Zeyzal",30:12,64000,17,11,2,1,1,46200,5,0,1,0,0,17800,12,11,1,1,1,NACS-2017-Summer-Playoffs,10
2017-07-27,7.14,eUnited,Gold Coin United,red,,"Thresh, Kassadin, Taliyah, Maokai, Corki","Zac, Lulu, Bard, Elise, Caitlyn","Cho'Gath, Gragas, LeBlanc, Tristana, Trundle","Shen, Sejuani, Cassiopeia, Kalista, Taric","Licorice,DanDy,GBM,Deftly,Zeyzal","Solo,Santorin,Fly,Rikara,MadLife",46:24,80000,7,4,1,0,1,88600,16,9,4,2,0,-8600,-9,-5,-3,-2,1,NACS-2017-Summer-Playoffs,9
2017-07-21,7.14,Gold Coin United,Tempo Storm,blue,,"Jayce, Tristana, Taric, Blitzcrank, Illaoi","Zac, Maokai, Gragas, Caitlyn, Kalista","Gnar, Sejuani, Orianna, Kog'Maw, Thresh","Galio, Rek'Sai, Viktor, Varus, Bard","Solo,Santorin,Fly,Rikara,MadLife","Quas,Wiggily,Selfie,Reven,Sheep",41:45,78900,17,10,5,2,0,68000,5,6,1,1,1,10900,12,4,4,1,-1,NACS-2017-Summer-Playoffs,8
2017-07-21,7.14,Tempo Storm,Gold Coin United,blue,,"Corki, Syndra, Taliyah, Orianna, Caitlyn","Zac, Elise, Jax, Illaoi, Jayce","Galio, Rek'Sai, Viktor, Kalista, Blitzcrank","Gnar, Sejuani, Vladimir, Jhin, Thresh","Quas,Wiggily,Selfie,Reven,Sheep","Solo,Santorin,Fly,Rikara,MadLife",30:55,59000,13,11,2,1,0,48200,7,2,1,0,0,10800,6,9,1,1,0,NACS-2017-Summer-Playoffs,7
2017-07-21,7.14,Gold Coin United,Tempo Storm,blue,,"Jayce, Tristana, Jhin, Thresh, Illaoi","Orianna, Corki, Syndra, Zac, Caitlyn","Gnar, Maokai, Vladimir, Kalista, Braum","Cho'Gath, Gragas, Zed, Xayah, Veigar","Solo,Santorin,Fly,Rikara,MadLife","Quas,Wiggily,Selfie,Freeze,Sheep",29:11,57600,19,10,1,1,1,43900,3,1,2,0,0,13700,16,9,-1,1,1,NACS-2017-Summer-Playoffs,6
2017-07-21,7.14,Tempo Storm,Gold Coin United,blue,,"Corki, Gnar, Camille, Cho'Gath, Orianna","Zac, Rumble, Cassiopeia, Caitlyn, Elise","Illaoi, Gragas, Jayce, Kalista, Blitzcrank","Kennen, Maokai, Galio, Twitch, Thresh","Quas,Wiggily,Selfie,Freeze,Sheep","Solo,Santorin,Fly,Rikara,MadLife",30:52,56800,7,9,2,1,1,45800,5,0,1,0,0,11000,2,9,1,1,1,NACS-2017-Summer-Playoffs,5
2017-07-20,7.14,Gold Coin United,Tempo Storm,blue,,"Blitzcrank, LeBlanc, Jax, Zed, Jayce","Zac, Orianna, Gnar, Cho'Gath, Galio","Jarvan IV, Maokai, Corki, Caitlyn, Braum","Swain, Rek'Sai, Karma, Kalista, Thresh","Solo,Santorin,Fly,Rikara,MadLife","Quas,Wiggily,Selfie,Freeze,Sheep",37:40,69400,15,10,1,1,0,58900,7,1,2,0,0,10500,8,9,-1,1,0,NACS-2017-Summer-Playoffs,4
2017-07-20,7.14,eUnited,Big Gods Jackals,blue,,"Corki, Gnar, Kassadin, Caitlyn, Galio","Zac, Miss Fortune, Jhin, Kha'Zix, Elise","Cho'Gath, Gragas, Morgana, Tristana, Alistar","Rumble, Rek'Sai, LeBlanc, Kalista, Braum","Licorice,DanDy,GBM,Deftly,Zeyzal","Cris,SirT,Pekin Woof,fabbbyyy,Baiano",28:16,56000,13,11,1,1,0,45900,8,3,1,0,1,10100,5,8,0,1,-1,NACS-2017-Summer-Playoffs,3
2017-07-20,7.14,Big Gods Jackals,eUnited,red,,"Caitlyn, Camille, LeBlanc, Orianna, Vladimir","Cho'Gath, Corki, Elise, Rumble, Zac","Gnar, Rek'Sai, Syndra, Kalista, Thresh","Poppy, Kha'Zix, Galio, Miss Fortune, Alistar","RF Legendary,SirT,Pekin Woof,fabbbyyy,Baiano","Licorice,DanDy,GBM,Deftly,Zeyzal",33:56,48900,3,0,0,0,0,69100,18,11,3,2,1,-20200,-15,-11,-3,-2,-1,NACS-2017-Summer-Playoffs,2
2017-07-19,7.14,eUnited,Big Gods Jackals,blue,,"Galio, Ahri, Bard, Elise, Corki","Zac, Kalista, Kassadin, Vladimir, Rek'Sai","Cho'Gath, Kha'Zix, LeBlanc, Ashe, Alistar","Jayce, Gragas, Syndra, Caitlyn, Braum","Licorice,DanDy,GBM,Deftly,Zeyzal","RF Legendary,SirT,Pekin Woof,fabbbyyy,Baiano",24:18,51800,18,9,2,1,1,33500,1,0,0,0,0,18300,17,9,2,1,1,NACS-2017-Summer-Playoffs,1
2017-12-02,7.21,Team Infernal Drake (NASG Team),Team Ocean Drake (NASG Team),red,,"Caitlyn, Jarvan IV, Twitch, Tristana, Jayce","Camille, Orianna, Syndra, Kalista, Ornn","Fiora, Sejuani, Viktor, Xayah, Braum","Shen, Gragas, Azir, Varus, Rakan","PieCakeLord,Spica,Julien,NoahMost,TeeSum","kaizen,blaberfish2,Palafox,Prismal,Vulcan",50:24,93500,20,8,0,2,0,98200,25,10,6,2,1,-4700,-5,-2,-6,0,-1,NASG-2017,19
2017-12-02,7.21,Team Ocean Drake (NASG Team),Team Infernal Drake (NASG Team),blue,,"Camille, Rek'Sai, Nidalee, Tristana, Ezreal","Ornn, Syndra, Azir, Kalista, Caitlyn","Jayce, Jarvan IV, Malzahar, Xayah, Taric","Maokai, Sejuani, Orianna, Twitch, Rakan","kaizen,blaberfish2,Palafox,Prismal,Vulcan","PieCakeLord,Spica,Julien,NoahMost,TeeSum",27:35,54400,12,10,1,1,1,43800,10,2,0,0,0,10600,2,8,1,1,1,NASG-2017,18
2017-12-02,7.21,Team Cloud Drake (NASG Team),Team Mountain Drake (NASG Team),red,,"Azir, Gnar, Shen, Tristana, Alistar","Taric, Malzahar, Karma, Kalista, Ornn","Maokai, Jarvan IV, Syndra, Varus, Braum","Urgot, Sejuani, Orianna, Xayah, Rakan","League,Fanatiik,Linsanity,Ash,lronPyrite","Rodov,NintendudeX,Ablazeolive,Value,Winter",34:21,58600,15,8,1,1,0,66100,24,7,1,1,0,-7500,-9,1,0,0,0,NASG-2017,17
2017-12-02,7.21,Team Mountain Drake (NASG Team),Team Cloud Drake (NASG Team),blue,,"Taric, Janna, Karma, Varus, Azir","Ornn, Maokai, Shen, Kalista, Tristana","Gnar, Jarvan IV, Malzahar, Xayah, Alistar","Cho'Gath, Sejuani, Ryze, Caitlyn, Braum","Rodov,NintendudeX,Ablazeolive,Value,Winter","League,Fanatiik,Linsanity,Ash,lronPyrite",27:20,54500,19,10,2,1,0,44800,12,3,0,0,0,9700,7,7,2,1,0,NASG-2017,16
2017-12-02,7.21,Team Infernal Drake (NASG Team),Team Mountain Drake (NASG Team),blue,,"Azir, Thresh, Alistar, Ornn, Xayah","Kalista, Syndra, Ryze, Ezreal, Nidalee","Camille, Sejuani, Corki, Tristana, Lulu","Shen, Jarvan IV, Orianna, Kog'Maw, Braum","PieCakeLord,Spica,Julien,NoahMost,TeeSum","Rodov,NintendudeX,Ablazeolive,Value,Winter",32:39,60000,13,10,2,1,0,50000,6,2,1,0,1,10000,7,8,1,1,-1,NASG-2017,15
2017-12-02,7.21,Team Cloud Drake (NASG Team),Team Ocean Drake (NASG Team),blue,,"Shen, Maokai, Orianna, Jayce, Caitlyn","Ornn, Renekton, Malzahar, Azir, Taric","Cho'Gath, Sejuani, Syndra, Kalista, Braum","Jarvan IV, Gragas, LeBlanc, Xayah, Rakan","League,Fanatiik,Linsanity,Ash,lronPyrite","kaizen,blaberfish2,Palafox,Prismal,Vulcan",27:59,56800,25,11,2,1,1,47500,9,3,0,0,0,9300,16,8,2,1,1,NASG-2017,14
2017-12-02,7.21,Team Infernal Drake (NASG Team),Team Mountain Drake (NASG Team),red,,"Azir, Thresh, Lucian, Xayah, Jarvan IV","Kalista, Rek'Sai, Gragas, Ezreal, Nidalee","Fiora, Zac, Orianna, Tristana, Lulu","Ornn, Sejuani, Syndra, Kog'Maw, Alistar","PieCakeLord,Spica,Julien,NoahMost,TeeSum","Rodov,NintendudeX,Ablazeolive,Value,Winter",35:16,58600,9,3,0,0,0,68800,24,11,2,2,1,-10200,-15,-8,-2,-2,-1,NASG-2017,13
2017-12-02,7.21,Team Ocean Drake (NASG Team),Team Cloud Drake (NASG Team),red,,"Azir, Karma, Taric, Cho'Gath, Xayah","Alistar, Kalista, Caitlyn, Ornn","Shen, Jarvan IV, Orianna, Tristana, Lulu","Gnar, Sejuani, LeBlanc, Varus, Braum","kaizen,blaberfish2,Palafox,Prismal,Vulcan","League,Fanatiik,Linsanity,Ash,lronPyrite",32:22,55900,13,5,3,0,1,57600,5,10,1,2,0,-1700,8,-5,2,-2,1,NASG-2017,12
2017-12-02,7.21,Team Mountain Drake (NASG Team),Team Infernal Drake (NASG Team),red,,"Jayce, Taric, Nidalee, Fiora, Camille","Ornn, Orianna, Azir, Kalista, Tristana","Shen, Jarvan IV, Ryze, Xayah, Rakan","Maokai, Ezreal, Syndra, Varus, Karma","Rodov,NintendudeX,Ablazeolive,Value,Winter","PieCakeLord,Spica,Julien,NoahMost,TeeSum",43:50,80500,21,8,1,2,0,80000,18,9,4,1,1,500,3,-1,-3,1,-1,NASG-2017,11
2017-12-02,7.21,Team Cloud Drake (NASG Team),Team Ocean Drake (NASG Team),red,,"Azir, Lulu, Karma, Jayce, Rek'Sai","Ornn, Malzahar, Syndra, Kalista, Rakan","Cho'Gath, Jarvan IV, Ryze, Tristana, Taric","Shen, Sejuani, Orianna, Caitlyn, Braum","League,Fanatiik,Linsanity,Ash,lronPyrite","kaizen,blaberfish2,Palafox,Prismal,Vulcan",29:01,45700,10,1,0,0,0,59100,22,9,2,1,1,-13400,-12,-8,-2,-1,-1,NASG-2017,10
2017-12-01,7.21,Team Infernal Drake (NASG Team),Team Cloud Drake (NASG Team),blue,,"Taric, Malzahar, LeBlanc, Karma, Azir","Nidalee, Gragas, Rek'Sai, Ornn, Tristana","Camille, Zac, Orianna, Kalista, Alistar","Jarvan IV, Sejuani, Syndra, Varus, Vel'Koz","PieCakeLord,Spica,Julien,NoahMost,TeeSum","League,Fanatiik,Linsanity,Ash,lronPyrite",45:38,89500,24,11,4,3,0,80600,23,4,0,0,1,8900,1,7,4,3,-1,NASG-2017,9
2017-12-01,7.21,Team Ocean Drake (NASG Team),Team Mountain Drake (NASG Team),blue,,"Azir, Orianna, Ryze, Xayah, Sejuani","Ornn, Malzahar, Syndra, Kalista, Tristana","Jayce, Jarvan IV, Viktor, Caitlyn, Braum","Maokai, Rek'Sai, Corki, Varus, Blitzcrank","kaizen,blaberfish2,Palafox,Prismal,Vulcan","Rodov,NintendudeX,Ablazeolive,Value,Winter",27:17,53200,18,7,1,1,1,40400,9,1,2,0,0,12800,9,6,-1,1,1,NASG-2017,8
2017-12-01,7.21,Team Cloud Drake (NASG Team),Team Infernal Drake (NASG Team),blue,,"Nidalee, Renekton, Camille, Syndra, Orianna","Taric, Jarvan IV, Gnar, Ornn, Azir","Cho'Gath, Rek'Sai, Ryze, Tristana, Braum","Shen, Gragas, Cassiopeia, Kalista, Karma","League,Fanatiik,Linsanity,Ash,lronPyrite","PieCakeLord,Spica,Julien,NoahMost,TeeSum",29:11,57500,18,10,2,1,1,45600,5,3,1,0,0,11900,13,7,1,1,1,NASG-2017,7
2017-12-01,7.21,Team Infernal Drake (NASG Team),Team Cloud Drake (NASG Team),blue,,"Taric, Rakan, LeBlanc, Karma, Azir","Ornn, Gnar, Jayce, Kalista, Nidalee","Camille, Gragas, Orianna, Tristana, Lulu","Shen, Sejuani, Malzahar, Varus, Braum","PieCakeLord,Spica,Julien,NoahMost,TeeSum","League,Fanatiik,Linsanity,Ash,lronPyrite",35:15,68100,16,10,3,2,0,57400,18,3,2,0,1,10700,-2,7,1,2,-1,NASG-2017,6
2017-12-01,7.21,Team Mountain Drake (NASG Team),Team Ocean Drake (NASG Team),red,,"Jayce, Taric, Malzahar, Tristana, Azir","Ornn, Ryze, Alistar, Kalista, Xayah","Maokai, Jarvan IV, Syndra, Varus, Karma","Shen, Sejuani, Orianna, Caitlyn, Lulu","Rodov,NintendudeX,Ablazeolive,Value,Winter","kaizen,blaberfish2,Palafox,Prismal,Vulcan",30:46,46800,6,3,1,0,0,58900,17,9,2,1,1,-12100,-11,-6,-1,-1,-1,NASG-2017,5
2017-12-01,7.21,Team Mountain Drake (NASG Team),Team Cloud Drake (NASG Team),blue,,"Taric, Cho'Gath, Malzahar, Rek'Sai, Azir","Kalista, Shen, Gnar, Ornn, Jarvan IV","Maokai, Sejuani, Cassiopeia, Tristana, Alistar","Renekton, Gragas, Ryze, Xayah, Rakan","Rodov,NintendudeX,Ablazeolive,Value,Winter","League,Fanatiik,Linsanity,Ash,lronPyrite",28:04,57100,25,9,2,1,1,42900,10,1,0,0,0,14200,15,8,2,1,1,NASG-2017,4
